,disasterNumber,state,declarationType,incidentType,declarationTitle,incidentBeginDate,incidentEndDate,disasterCloseoutDate,designatedArea
5336,2864,TX,FM,Fire,TANGLEWOOD FIRE COMPLEX,2011-02-27T05:00:00.000Z,,2014-02-05T04:59:00.000Z,Randall (County)
5337,2865,TX,FM,Fire,MITCHELL FIRE COMPLEX,2011-02-27T05:00:00.000Z,,2014-02-05T04:59:00.000Z,Mitchell (County)
5338,2862,TX,FM,Fire,WILLOW CREEK SOUTH FIRE COMPLEX,2011-02-27T05:00:00.000Z,,2014-02-05T04:59:00.000Z,Potter (County)
5339,2863,TX,FM,Fire,MATADOR FIRE,2011-02-27T05:00:00.000Z,,2014-02-05T04:59:00.000Z,Motley (County)
5340,2870,TX,FM,Fire,BIG TRICKLE RANCH FIRE,2011-03-11T05:00:00.000Z,2011-03-17T04:00:00.000Z,2014-12-17T04:59:00.000Z,Bosque (County)
5341,2870,TX,FM,Fire,BIG TRICKLE RANCH FIRE,2011-03-11T05:00:00.000Z,2011-03-17T04:00:00.000Z,2014-12-17T04:59:00.000Z,Somervell (County)
5342,2867,TX,FM,Fire,ENMIN FIRE,2011-03-11T05:00:00.000Z,2011-03-17T04:00:00.000Z,2015-04-07T03:59:00.000Z,Jack (County)
5343,2878,KS,FM,Fire,HASKELL COUNTY FIRE,2011-04-03T04:00:00.000Z,2011-04-04T04:00:00.000Z,2012-05-21T04:00:00.000Z,Haskell (County)
5344,2878,KS,FM,Fire,HASKELL COUNTY FIRE,2011-04-03T04:00:00.000Z,2011-04-04T04:00:00.000Z,2012-05-21T04:00:00.000Z,Stevens (County)
5345,2881,TX,FM,Fire,BATES FIELD FIRE,2011-04-03T04:00:00.000Z,2011-04-06T04:00:00.000Z,2014-11-19T04:59:00.000Z,Ector (County)
5346,2881,TX,FM,Fire,BATES FIELD FIRE,2011-04-03T04:00:00.000Z,2011-04-06T04:00:00.000Z,2014-11-19T04:59:00.000Z,Midland (County)
5347,2882,TX,FM,Fire,EL CENIZO FIRE,2011-04-04T04:00:00.000Z,2011-04-08T04:00:00.000Z,2014-12-17T04:59:00.000Z,Webb (County)
5348,2884,TX,FM,Fire,SWENSON FIRE,2011-04-06T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-01T03:59:00.000Z,Knox (County)
5349,2884,TX,FM,Fire,SWENSON FIRE,2011-04-06T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-01T03:59:00.000Z,Stonewall (County)
5350,2885,TX,FM,Fire,ROCKHOUSE FIRE,2011-04-09T04:00:00.000Z,2011-05-15T04:00:00.000Z,2015-04-29T03:59:00.000Z,Jeff Davis (County)
5351,2886,TX,FM,Fire,HICKMAN FIRE,2011-04-09T04:00:00.000Z,2011-04-20T04:00:00.000Z,2014-11-13T05:00:00.000Z,Midland (County)
5352,2888,TX,FM,Fire,PK WEST FIRE,2011-04-13T04:00:00.000Z,2011-05-12T04:00:00.000Z,2015-05-26T04:00:00.000Z,Young (County)
5353,2888,TX,FM,Fire,PK WEST FIRE,2011-04-13T04:00:00.000Z,2011-05-12T04:00:00.000Z,2015-05-26T04:00:00.000Z,Palo Pinto (County)
5354,2889,TX,FM,Fire,COOPER MOUNTAIN RANCH FIRE,2011-04-11T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-29T03:59:00.000Z,Fisher (County)
5355,2888,TX,FM,Fire,PK WEST FIRE,2011-04-13T04:00:00.000Z,2011-05-12T04:00:00.000Z,2015-05-26T04:00:00.000Z,Stephens (County)
5356,2884,TX,FM,Fire,SWENSON FIRE,2011-04-06T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-01T03:59:00.000Z,King (County)
5357,2885,TX,FM,Fire,ROCKHOUSE FIRE,2011-04-09T04:00:00.000Z,2011-05-15T04:00:00.000Z,2015-04-29T03:59:00.000Z,Presidio (County)
5358,2893,TX,FM,Fire,HOHERTZ FIRE,2011-04-09T04:00:00.000Z,2011-05-12T04:00:00.000Z,2014-02-05T04:59:00.000Z,Palo Pinto (County)
5359,2889,TX,FM,Fire,COOPER MOUNTAIN RANCH FIRE,2011-04-11T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-29T03:59:00.000Z,Stonewall (County)
5360,2891,TX,FM,Fire,WICHITA FIRE COMPLEX,2011-04-15T04:00:00.000Z,2011-04-20T04:00:00.000Z,2014-11-13T05:00:00.000Z,Wichita (County)
5361,2892,TX,FM,Fire,WILDCAT FIRE,2011-04-11T04:00:00.000Z,2011-05-04T04:00:00.000Z,2015-04-24T03:59:00.000Z,Tom Green (County)
5362,2893,TX,FM,Fire,HOHERTZ FIRE,2011-04-09T04:00:00.000Z,2011-05-12T04:00:00.000Z,2014-02-05T04:59:00.000Z,Stephens (County)
5363,2893,TX,FM,Fire,HOHERTZ FIRE,2011-04-09T04:00:00.000Z,2011-05-12T04:00:00.000Z,2014-02-05T04:59:00.000Z,Young (County)
5364,2894,TX,FM,Fire,EAST SIDWYNICKS FIRE,2011-04-15T16:00:00.000Z,2011-04-18T04:00:00.000Z,2014-11-19T04:59:00.000Z,Eastland (County)
5365,2892,TX,FM,Fire,WILDCAT FIRE,2011-04-11T04:00:00.000Z,2011-05-04T04:00:00.000Z,2015-04-24T03:59:00.000Z,Coke (County)
5366,2895,TX,FM,Fire,PK EAST FIRE,2011-04-16T04:00:00.000Z,2011-05-04T04:00:00.000Z,2014-02-05T04:59:00.000Z,Palo Pinto (County)
5367,2889,TX,FM,Fire,COOPER MOUNTAIN RANCH FIRE,2011-04-11T04:00:00.000Z,2011-04-23T04:00:00.000Z,2015-04-29T03:59:00.000Z,Kent (County)
5368,2901,TX,FM,Fire,PLEASANT FARMS FIRE,2011-04-26T04:00:00.000Z,2011-05-04T04:00:00.000Z,2014-12-17T04:59:00.000Z,Ector (County)
5369,2895,TX,FM,Fire,PK EAST FIRE,2011-04-16T04:00:00.000Z,2011-05-04T04:00:00.000Z,2014-02-05T04:59:00.000Z,Young (County)
5370,2904,TX,FM,Fire,WAGGONER RANCH FIRE,2011-04-29T04:00:00.000Z,2011-05-01T04:00:00.000Z,2014-11-19T04:59:00.000Z,Wilbarger (County)
5371,2896,TX,FM,Fire,BRYSON FIRE COMPLEX,2011-04-15T04:00:00.000Z,2011-04-22T04:00:00.000Z,2014-11-19T04:59:00.000Z,Jack (County)
5372,2895,TX,FM,Fire,PK EAST FIRE,2011-04-16T04:00:00.000Z,2011-05-04T04:00:00.000Z,2014-02-05T04:59:00.000Z,Stephens (County)
5373,2898,TX,FM,Fire,PINNACLE FIRE,2011-04-17T04:00:00.000Z,2011-04-19T04:00:00.000Z,2014-12-17T04:59:00.000Z,Travis (County)
5374,2899,TX,FM,Fire,148/2332 FIRE,2011-04-14T04:00:00.000Z,2011-04-17T04:00:00.000Z,2014-11-19T04:59:00.000Z,Clay (County)
5375,2905,TX,FM,Fire,SISK ROAD FIRE,2011-04-29T04:00:00.000Z,2011-05-01T04:00:00.000Z,2014-12-17T04:59:00.000Z,Wichita (County)
5376,2906,TX,FM,Fire,GAGE HOLLAND FIRE,2011-05-08T04:00:00.000Z,2011-05-19T04:00:00.000Z,2014-12-17T04:59:00.000Z,Brewster (County)
5377,2911,TX,FM,Fire,REIMER FIRE,2011-05-29T04:00:00.000Z,2011-05-31T04:00:00.000Z,2014-11-19T04:59:00.000Z,Hutchinson (County)
5378,2910,TX,FM,Fire,CEED FIRE,2011-05-24T04:00:00.000Z,2011-05-31T04:00:00.000Z,2014-12-17T04:59:00.000Z,Midland (County)
5379,2912,TX,FM,Fire,PITT ROAD FIRE,2011-05-29T04:00:00.000Z,2011-06-01T04:00:00.000Z,2014-11-13T05:00:00.000Z,Randall (County)
5380,2913,TX,FM,Fire,STONE RIDGE FIRE,2011-05-29T04:00:00.000Z,2011-06-01T04:00:00.000Z,2014-12-17T04:59:00.000Z,Potter (County)
5381,2903,TX,FM,Fire,OASIS PIPELINE FIRE,2011-04-26T04:00:00.000Z,2011-05-14T04:00:00.000Z,2015-04-01T03:59:00.000Z,Kimble (County)
5382,2908,TX,FM,Fire,MATT LOOP FIRE,2011-05-09T04:00:00.000Z,2011-05-14T04:00:00.000Z,2014-11-19T04:59:00.000Z,Howard (County)
5383,2914,TX,FM,Fire,TEJANO CANYON FIRE,2011-06-02T04:00:00.000Z,2011-06-12T04:00:00.000Z,2015-01-09T04:59:00.000Z,Jeff Davis (County)
5384,2916,TX,FM,Fire,SNYDER FIRE,2011-06-03T04:00:00.000Z,2011-06-11T04:00:00.000Z,2014-12-17T04:59:00.000Z,Shackelford (County)
5385,2905,TX,FM,Fire,SISK ROAD FIRE,2011-04-29T04:00:00.000Z,2011-05-01T04:00:00.000Z,2014-12-17T04:59:00.000Z,Archer (County)
5386,2925,TX,FM,Fire,COUNTY LINE FIRE,2011-06-18T04:00:00.000Z,2011-06-20T04:00:00.000Z,2014-11-13T05:00:00.000Z,Ellis (County)
5387,2924,TX,FM,Fire,FOREST BROOK FIRE,2011-06-17T04:00:00.000Z,2011-06-20T04:00:00.000Z,2015-01-09T04:59:00.000Z,Harris (County)
5388,2922,TX,FM,Fire,GRAND MESA FIRE,2011-06-16T04:00:00.000Z,2011-06-19T04:00:00.000Z,2015-01-09T04:59:00.000Z,Williamson (County)
5389,2922,TX,FM,Fire,GRAND MESA FIRE,2011-06-16T04:00:00.000Z,2011-06-19T04:00:00.000Z,2015-01-09T04:59:00.000Z,Travis (County)
5390,2927,TX,FM,Fire,DYER MILL FIRE,2011-06-19T04:00:00.000Z,2011-07-06T04:00:00.000Z,2015-04-01T03:59:00.000Z,Grimes (County)
5391,2926,TX,FM,Fire,POWERLINE FIRE,2011-06-18T04:00:00.000Z,2011-06-26T04:00:00.000Z,2014-12-17T04:59:00.000Z,Jasper (County)
5392,2929,TX,FM,Fire,COWBOY CHURCH FIRE,2011-06-19T04:00:00.000Z,2011-06-25T04:00:00.000Z,2015-04-01T03:59:00.000Z,Walker (County)
5393,2930,TX,FM,Fire,BOYKEN ROAD FIRE,2011-06-20T04:00:00.000Z,2011-06-28T04:00:00.000Z,2014-12-17T04:59:00.000Z,Howard (County)
5394,2928,TX,FM,Fire,MCDONALD 2 FIRE,2011-06-19T04:00:00.000Z,2011-06-30T04:00:00.000Z,2014-12-17T04:59:00.000Z,Clay (County)
5395,2931,TX,FM,Fire,WHITE HAT FIRE,2011-06-20T04:00:00.000Z,2011-07-01T04:00:00.000Z,2015-04-01T03:59:00.000Z,Nolan (County)
5396,2937,TX,FM,Fire,NOLAN COUNTY FIRE COMPLEX,2011-07-11T04:00:00.000Z,2011-07-20T04:00:00.000Z,2015-01-09T04:59:00.000Z,Nolan (County)
5397,2952,TX,FM,Fire,101 RANCH FIRE,2011-08-30T04:00:00.000Z,2011-10-01T04:00:00.000Z,2015-04-24T03:59:00.000Z,Palo Pinto (County)
5398,2949,TX,FM,Fire,HORSESHOE FIRE,2011-08-15T04:00:00.000Z,,2015-01-09T04:59:00.000Z,Williamson (County)
5399,2955,CA,FM,Fire,HILL FIRE,2011-09-02T20:30:00.000Z,2011-09-06T01:00:00.000Z,2013-04-23T03:59:00.000Z,San Bernardino (County)
5400,2961,CA,FM,Fire,CANYON FIRE,2011-09-04T20:18:30.000Z,2011-09-12T03:59:00.000Z,2013-04-23T03:59:00.000Z,Kern (County)
5401,2962,TX,FM,Fire,TAMINA FIRE,2011-09-05T04:00:00.000Z,2011-09-09T03:59:00.000Z,2015-04-15T03:59:00.000Z,Montgomery (County)
5402,2960,TX,FM,Fire,STEINER RANCH FIRE,2011-09-04T04:00:00.000Z,2011-09-10T03:59:00.000Z,2015-04-24T03:59:00.000Z,Travis (County)
5403,2959,TX,FM,Fire,PEDERNALES BEND FIRE,2011-09-04T04:00:00.000Z,2011-09-13T03:59:00.000Z,2015-04-15T03:59:00.000Z,Travis (County)
5404,2964,TX,FM,Fire,RILEY ROAD FIRE,2011-09-05T04:00:00.000Z,2011-10-02T04:00:00.000Z,2015-07-14T04:00:00.000Z,Montgomery (County)
5405,2958,TX,FM,Fire,BASTROP COUNTY FIRE COMPLEX,2011-09-04T04:00:00.000Z,2011-10-11T04:00:00.000Z,2017-05-15T04:00:00.000Z,Bastrop (County)
5406,2965,TX,FM,Fire,BEAR CREEK FIRE,2011-09-04T04:00:00.000Z,2011-10-24T04:00:00.000Z,2015-08-15T03:59:00.000Z,Cass (County)
5407,2957,TX,FM,Fire,HODDE FIRE,2011-09-04T04:00:00.000Z,,2015-01-09T04:59:00.000Z,Travis (County)
5408,2964,TX,FM,Fire,RILEY ROAD FIRE,2011-09-05T04:00:00.000Z,2011-10-02T04:00:00.000Z,2015-07-14T04:00:00.000Z,Waller (County)
5409,2965,TX,FM,Fire,BEAR CREEK FIRE,2011-09-04T04:00:00.000Z,2011-10-24T04:00:00.000Z,2015-08-15T03:59:00.000Z,Marion (County)
5410,2964,TX,FM,Fire,RILEY ROAD FIRE,2011-09-05T04:00:00.000Z,2011-10-02T04:00:00.000Z,2015-07-14T04:00:00.000Z,Grimes (County)
5411,2967,TX,FM,Fire,BIG OAK FIRE,2011-09-08T04:00:00.000Z,,2014-12-17T04:59:00.000Z,Bexar (County)
5412,2963,TX,FM,Fire,MOONGLOW FIRE,2011-09-05T04:00:00.000Z,,2014-12-17T04:59:00.000Z,Williamson (County)
5413,2968,TX,FM,Fire,PAT GROSS FIRE,2011-09-09T04:00:00.000Z,,2014-12-17T04:59:00.000Z,Bexar (County)
5414,2971,CA,FM,Fire,COMANCHE FIRE COMPLEX,2011-09-11T01:40:00.000Z,2011-09-16T03:59:00.000Z,2013-04-23T04:00:00.000Z,Kern (County)
5415,2970,CA,FM,Fire,KEENE FIRE COMPLEX,2011-09-10T21:15:28.000Z,,2013-04-24T03:59:00.000Z,Kern (County)
5416,2976,TX,FM,Fire,LIVERMORE RANCH FIRE COMPLEX,2012-04-24T04:00:00.000Z,2012-05-12T03:59:00.000Z,2015-08-15T03:59:00.000Z,Jeff Davis (County)
5417,3004,NY,EM,Flood,FLOODNG (NYS BARGE CANAL),1974-11-02T05:00:00.000Z,1974-11-02T05:00:00.000Z,1975-11-13T05:00:00.000Z,Monroe (County)
5418,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Avoyelles (Parish)
5419,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Concordia (Parish)
5420,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Catahoula (Parish)
5421,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Franklin (Parish)
5422,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Rapides (Parish)
5423,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,Caldwell (Parish)
5424,3011,LA,EM,Flood,HEAVY RAINS & FLOODING,1975-04-12T04:00:00.000Z,1975-04-12T04:00:00.000Z,1976-01-23T05:00:00.000Z,La Salle (Parish)
5425,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Alameda (County)
5426,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Alpine (County)
5427,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Butte (County)
5428,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Calaveras (County)
5429,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Amador (County)
5430,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,El Dorado (County)
5431,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Contra Costa (County)
5432,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Colusa (County)
5433,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Fresno (County)
5434,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Kern (County)
5435,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Madera (County)
5436,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Glenn (County)
5437,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Marin (County)
5438,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Lassen (County)
5439,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Lake (County)
5440,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Inyo (County)
5441,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Kings (County)
5442,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Merced (County)
5443,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,San Joaquin (County)
5444,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,San Benito (County)
5445,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Sacramento (County)
5446,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Mendocino (County)
5447,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Modoc (County)
5448,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Plumas (County)
5449,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,San Luis Obispo (County)
5450,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Monterey (County)
5451,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,San Mateo (County)
5452,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Mariposa (County)
5453,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Napa (County)
5454,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Santa Barbara (County)
5455,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Nevada (County)
5456,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Santa Cruz (County)
5457,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Shasta (County)
5458,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Siskiyou (County)
5459,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Placer (County)
5460,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Santa Clara (County)
5461,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Sonoma (County)
5462,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Tehama (County)
5463,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Stanislaus (County)
5464,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Solano (County)
5465,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Sutter (County)
5466,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Trinity (County)
5467,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Sierra (County)
5468,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Tuolumne (County)
5469,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Yuba (County)
5470,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Tulare (County)
5471,3023,CA,EM,Drought,DROUGHT,1977-01-20T05:00:00.000Z,1977-01-20T05:00:00.000Z,1978-12-20T05:00:00.000Z,Yolo (County)
5472,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Chautauqua (County)
5473,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Genesee (County)
5474,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Cattaraugus (County)
5475,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Erie (County)
5476,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Niagara (County)
5477,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Lewis (County)
5478,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Jefferson (County)
5479,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Orleans (County)
5480,3027,NY,EM,Snow,SNOWSTORMS,1977-01-29T05:00:00.000Z,1977-01-29T05:00:00.000Z,1977-02-05T05:00:00.000Z,Wyoming (County)
5481,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Ward 9 (Police Jury Ward)
5482,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,East Feliciana (Parish)
5483,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Avoyelles (Parish)
5484,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Ascension (Parish)
5485,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Franklin (Parish)
5486,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Caldwell (Parish)
5487,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Bienville (Parish)
5488,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Jefferson Davis (Parish)
5489,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Lafayette (Parish)
5490,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Grant (Parish)
5491,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Lafourche (Parish)
5492,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,La Salle (Parish)
5493,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Caddo (Parish)
5494,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Lincoln (Parish)
5495,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Claiborne (Parish)
5496,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Bossier (Parish)
5497,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Livingston (Parish)
